IdPesanan,SKU,NamaBarang,Jumlah,HargaBeli,HargaJual,Laba
ID-20171005-812154,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,67978,130000,62022
ID-20171005-812154,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,65560,125000,59440
ID-20171004-313282,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,74010,110000,35990
ID-20171004-146847,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,130000,60071
ID-20171004-097811,SSI-D01326286-LL-KHA,"Siunfhi Ethnic Trump Blouse (L,Khaki)",1,68454,115000,46546
ID-20171004-097811,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,75209,115000,39791
ID-20171004-955024,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,67978,130000,62022
ID-20171004-324654,SSI-D01037807-X3-BWH,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",1,62320,115000,52680
ID-20171004-324654,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,65560,125000,59440
ID-20171004-176151,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,65364,130000,64636
ID-20171004-113632,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,74010,110000,35990
ID-20171004-842737,SSI-D01326201-XL-KHA,"Siunfhi Ethnic Trump Blouse (XL,Khaki)",1,69808,125000,55192
ID-20171004-007165,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,65560,120000,54440
ID-20171004-548728,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,72543,110000,37457
ID-20171004-548728,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,71624,110000,38376
ID-20171004-912066,SSI-D01326286-LL-KHA,"Siunfhi Ethnic Trump Blouse (L,Khaki)",1,68454,130000,61546
ID-20171004-195272,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,71624,125000,53376
ID-20171004-195272,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,67365,130000,62635
ID-20171004-586137,SSI-D01326223-MM-KHA,"Siunfhi Ethnic Trump Blouse (M,Khaki)",1,64728,120000,55272
ID-20171004-286361,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,72543,125000,52457
ID-20171004-563534,SSI-D01326201-XL-KHA,"Siunfhi Ethnic Trump Blouse (XL,Khaki)",1,69808,110000,40192
ID-20171004-083584,SSI-D01326286-LL-KHA,"Siunfhi Ethnic Trump Blouse (L,Khaki)",1,68454,110000,41546
ID-20171004-014325,SSI-D01326299-LL-NAV,"Siunfhi Ethnic Trump Blouse (L,Navy)",1,66955,125000,58045
ID-20171004-014325,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,65364,120000,54636
ID-20171004-230111,SSI-D01220346-LL-SAL,"Devibav Plain Trump Blouse (L,Salem)",1,71880,120000,48120
ID-20171004-230111,SSI-D01037807-X3-BWH,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",1,62320,110000,47680
ID-20171004-284328,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,65364,115000,49636
ID-20171004-284328,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,67500,125000,57500
ID-20171004-094252,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,67978,125000,57022
ID-20171004-094252,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,67978,115000,47022
ID-20171004-731238,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,67300,130000,62700
ID-20171004-681632,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,71624,120000,48376
ID-20171004-117435,SSI-D01220307-XL-SAL,"Devibav Plain Trump Blouse (XL,Salem)",1,69046,125000,55954
ID-20171004-117435,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,67978,125000,57022
ID-20171004-704802,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,72543,110000,37457
ID-20171004-648481,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,67365,130000,62635
ID-20171003-227200,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,67300,115000,47700
ID-20171003-227200,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,74010,125000,50990
ID-20171003-567624,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,74010,130000,55990
ID-20171003-567624,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,67365,120000,52635
ID-20171003-986685,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,67666,120000,52334
ID-20171003-866200,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,65560,120000,54440
ID-20171003-325681,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,65560,125000,59440
ID-20171003-237651,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,67666,130000,62334
ID-20171003-237651,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,67365,115000,47635
ID-20171003-361755,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,65364,110000,44636
ID-20171003-565117,SSI-D01220346-LL-SAL,"Devibav Plain Trump Blouse (L,Salem)",1,71880,125000,53120
ID-20171003-406831,SSI-D01037807-X3-BWH,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",1,62320,120000,57680
ID-20171003-865681,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,67500,115000,47500
ID-20171003-107535,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,67978,115000,47022
ID-20171003-107535,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,67666,110000,42334
ID-20171003-476068,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,71835,110000,38165
ID-20171003-082882,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,67978,125000,57022
ID-20171003-082882,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,67666,125000,57334
ID-20171003-191534,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,71835,125000,53165
ID-20171003-831653,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,71624,120000,48376
ID-20171003-070587,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,74010,120000,45990
ID-20171003-070587,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,71624,130000,58376
ID-20171003-265014,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,71835,120000,48165
ID-20171003-373672,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,65560,120000,54440
ID-20171003-373672,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,67666,120000,52334
ID-20171003-475300,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,65560,110000,44440
ID-20171002-615650,SSI-D01037807-X3-BWH,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",1,62320,120000,57680
ID-20171002-615650,SSI-D01326286-LL-KHA,"Siunfhi Ethnic Trump Blouse (L,Khaki)",1,68454,110000,41546
ID-20171002-526364,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,71624,115000,43376
ID-20171002-566403,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,67365,120000,52635
ID-20171002-432451,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,110000,40071
ID-20171002-006214,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,72543,125000,52457
ID-20171002-006214,SSI-D01037807-X3-BWH,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",1,62320,130000,67680
ID-20171002-681105,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,67500,130000,62500
ID-20171002-681105,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,120000,50071
ID-20171002-625136,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,67500,110000,42500
ID-20171002-632001,SSI-D01220307-XL-SAL,"Devibav Plain Trump Blouse (XL,Salem)",1,69046,115000,45954
ID-20171002-842573,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,67500,130000,62500
ID-20171002-842573,SSI-D01220357-SS-YEL,"Devibav Plain Trump Blouse (S,Yellow)",1,63650,125000,61350
ID-20171002-771140,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,71835,120000,48165
ID-20171002-771140,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,71624,125000,53376
ID-20171002-047074,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,71835,120000,48165
ID-20171002-047074,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,71624,130000,58376
ID-20171002-877645,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,67365,125000,57635
ID-20171002-051410,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,71835,115000,43165
ID-20171002-954014,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,71835,125000,53165
ID-20171002-940661,SSI-D01401050-MM-RED,"Zeomila Zipper Casual Blouse (M,Red)",1,80230,120000,39770
ID-20171002-252137,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,67978,115000,47022
ID-20171002-252137,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,125000,55071
ID-20171002-761703,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,67365,120000,52635
ID-20171002-561017,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,71624,110000,38376
ID-20171002-561017,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,65364,120000,54636
ID-20171002-368058,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,65560,110000,44440
ID-20171002-368058,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,130000,60071
ID-20171002-590475,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,71624,120000,48376
ID-20171001-855042,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,65560,115000,49440
ID-20171001-855042,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,65560,125000,59440
ID-20171001-256484,SSI-D01220346-LL-SAL,"Devibav Plain Trump Blouse (L,Salem)",1,71880,115000,43120
ID-20171001-058472,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,110000,40071
ID-20171001-058472,SSI-D01220346-LL-SAL,"Devibav Plain Trump Blouse (L,Salem)",1,71880,115000,43120
ID-20171001-103022,SSI-D00791077-MM-BWH,"Zalekia Plain Casual Blouse (M,Broken White)",1,71854,120000,48146
ID-20171001-355878,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,67300,120000,52700
ID-20171001-846328,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,65560,110000,44440
ID-20171001-105036,SSI-D01037807-X3-BWH,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",1,62320,130000,67680
ID-20171001-162455,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,65560,120000,54440
ID-20171001-338674,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,65364,120000,54636
ID-20171001-338674,SSI-D01220346-LL-SAL,"Devibav Plain Trump Blouse (L,Salem)",1,71880,115000,43120
ID-20171001-891057,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,74010,125000,50990
ID-20171001-998343,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,67666,125000,57334
ID-20171001-998343,SSI-D01326299-LL-NAV,"Siunfhi Ethnic Trump Blouse (L,Navy)",1,66955,130000,63045
ID-20171001-211877,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,67978,130000,62022
ID-20171001-211877,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,65560,115000,49440
ID-20171001-184137,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,72543,110000,37457
ID-20170930-860163,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,67365,130000,62635
ID-20170930-313368,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,65560,125000,59440
ID-20170930-785832,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,71835,125000,53165
ID-20170930-785832,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,65560,115000,49440
ID-20170930-660831,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,67365,120000,52635
ID-20170930-662585,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,115000,45071
ID-20170930-247883,SSI-D01220346-LL-SAL,"Devibav Plain Trump Blouse (L,Salem)",1,71880,130000,58120
ID-20170930-247883,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,65364,110000,44636
ID-20170930-507645,SSI-D01037807-X3-BWH,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",1,62320,110000,47680
ID-20170930-911358,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,120000,50071
ID-20170930-486800,SSI-D00791077-MM-BWH,"Zalekia Plain Casual Blouse (M,Broken White)",1,71854,115000,43146
ID-20170930-486800,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,72543,110000,37457
ID-20170930-548845,SSI-D01037807-X3-BWH,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",1,62320,110000,47680
ID-20170930-003324,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,71624,120000,48376
ID-20170930-003324,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,65364,120000,54636
ID-20170930-141436,SSI-D01401064-XL-RED,"Zeomila Zipper Casual Blouse (XL,Red)",1,78612,110000,31388
ID-20170930-938118,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,71835,120000,48165
ID-20170930-092252,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,130000,60071
ID-20170930-092252,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,65560,125000,59440
ID-20170930-702543,SSI-D01401064-XL-RED,"Zeomila Zipper Casual Blouse (XL,Red)",1,78612,125000,46388
ID-20170930-545414,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,65560,125000,59440
ID-20170930-545414,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,65364,115000,49636
ID-20170930-545414,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,67500,125000,57500
ID-20170930-376547,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,67300,125000,57700
ID-20170929-788571,SSI-D01401071-LL-RED,"Zeomila Zipper Casual Blouse (L,Red)",1,74059,115000,40941
ID-20170929-844831,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,71835,110000,38165
ID-20170929-000313,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,74010,110000,35990
ID-20170929-000313,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,65560,110000,44440
ID-20170929-938073,SSI-D01037807-X3-BWH,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",1,62320,125000,62680
ID-20170929-493128,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,67666,125000,57334
ID-20170929-323830,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,74010,130000,55990
ID-20170929-373232,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,67500,120000,52500
ID-20170929-565454,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,67365,130000,62635
ID-20170929-196366,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,65364,110000,44636
ID-20170929-196366,SSI-D01401071-LL-RED,"Zeomila Zipper Casual Blouse (L,Red)",1,74059,115000,40941
ID-20170929-976122,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,67666,110000,42334
ID-20170929-355014,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,67365,130000,62635
ID-20170928-155520,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,65560,125000,59440
ID-20170928-558661,SSI-D01220346-LL-SAL,"Devibav Plain Trump Blouse (L,Salem)",1,71880,130000,58120
ID-20170928-166601,SSI-D01326286-LL-KHA,"Siunfhi Ethnic Trump Blouse (L,Khaki)",1,68454,110000,41546
ID-20170928-056725,SSI-D01220357-SS-YEL,"Devibav Plain Trump Blouse (S,Yellow)",1,63650,130000,66350
ID-20170928-406225,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,120000,50071
ID-20170928-406225,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,67365,125000,57635
ID-20170928-640664,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,65364,125000,59636
ID-20170928-447826,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,67365,110000,42635
ID-20170928-112533,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,65560,110000,44440
ID-20170928-112533,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,71624,115000,43376
ID-20170928-144365,SSI-D01326299-LL-NAV,"Siunfhi Ethnic Trump Blouse (L,Navy)",1,66955,115000,48045
ID-20170928-144365,SSI-D01401071-LL-RED,"Zeomila Zipper Casual Blouse (L,Red)",1,74059,130000,55941
ID-20170928-285801,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,70071,125000,54929
ID-20170928-401140,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,71835,130000,58165
ID-20170928-093016,SSI-D01401071-LL-RED,"Zeomila Zipper Casual Blouse (L,Red)",1,74059,125000,50941
ID-20170928-093016,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,67500,130000,62500
ID-20170928-572152,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,65560,110000,44440
ID-20170928-572152,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,71624,130000,58376
ID-20170928-070017,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,120000,50071
ID-20170928-727054,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,65560,130000,64440
ID-20170928-141285,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,75209,125000,49791
ID-20170928-141285,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,65560,120000,54440
ID-20170928-921502,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,67500,125000,57500
ID-20170928-832621,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,65560,130000,64440
ID-20170928-897780,SSI-D00791015-LL-BWH,"Zalekia Plain Casual Blouse (L,Broken White)",1,70447,110000,39553
ID-20170928-952718,SSI-D01401071-LL-RED,"Zeomila Zipper Casual Blouse (L,Red)",1,74059,125000,50941
ID-20170928-952718,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,65364,110000,44636
ID-20170928-404712,SSI-D01401071-LL-RED,"Zeomila Zipper Casual Blouse (L,Red)",1,74059,125000,50941
ID-20170928-016628,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,65560,110000,44440
ID-20170927-945376,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,65364,115000,49636
ID-20170927-236125,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,67300,125000,57700
ID-20170927-472480,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,65364,130000,64636
ID-20170927-472480,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,74010,110000,35990
ID-20170927-022538,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,71835,115000,43165
ID-20170927-563516,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,71835,115000,43165
ID-20170927-262672,SSI-D00791077-MM-BWH,"Zalekia Plain Casual Blouse (M,Broken White)",1,71854,115000,43146
ID-20170927-262672,SSI-D01401050-MM-RED,"Zeomila Zipper Casual Blouse (M,Red)",1,80230,110000,29770
ID-20170927-657372,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,71835,120000,48165
ID-20170927-978064,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,67978,120000,52022
ID-20170927-978064,SSI-D01220346-LL-SAL,"Devibav Plain Trump Blouse (L,Salem)",1,71880,110000,38120
ID-20170927-268518,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,67666,120000,52334
ID-20170927-671473,SSI-D01401050-MM-RED,"Zeomila Zipper Casual Blouse (M,Red)",1,80230,130000,49770
ID-20170927-671473,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,71835,120000,48165
ID-20170927-481051,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,71835,110000,38165
ID-20170927-943761,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,67666,115000,47334
ID-20170927-696180,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,67365,130000,62635
ID-20170927-696180,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,67978,125000,57022
ID-20170927-715425,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,65560,130000,64440
ID-20170926-072766,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,65364,120000,54636
ID-20170926-072766,SSI-D01401050-MM-RED,"Zeomila Zipper Casual Blouse (M,Red)",1,80230,130000,49770
ID-20170926-374545,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,71624,125000,53376
ID-20170926-374545,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,75209,130000,54791
Sample Barang,SSI-D01401064-XL-RED,"Zeomila Zipper Casual Blouse (XL,Red)",1,78612,0,-78612
ID-20170926-513471,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,130000,60071
ID-20170926-587452,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,65364,125000,59636
ID-20170926-587452,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,72543,110000,37457
ID-20170926-571261,SSI-D01220357-SS-YEL,"Devibav Plain Trump Blouse (S,Yellow)",1,63650,120000,56350
ID-20170926-530403,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,67978,115000,47022
ID-20170926-530403,SSI-D01401050-MM-RED,"Zeomila Zipper Casual Blouse (M,Red)",1,80230,110000,29770
ID-20170926-644065,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,74010,110000,35990
ID-20170926-120506,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,71835,115000,43165
ID-20170926-344836,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,65560,130000,64440
ID-20170926-480342,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,71835,130000,58165
ID-20170926-480342,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,67300,130000,62700
ID-20170926-480342,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,65560,125000,59440
ID-20170926-151320,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,71835,110000,38165
ID-20170926-448222,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,74010,120000,45990
ID-20170926-448222,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,65560,130000,64440
ID-20170926-901151,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,71624,125000,53376
ID-20170926-888155,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,74010,120000,45990
ID-20170925-171666,SSI-D01220307-XL-SAL,"Devibav Plain Trump Blouse (XL,Salem)",1,69046,130000,60954
ID-20170925-171666,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,67666,115000,47334
ID-20170925-221011,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,65364,125000,59636
ID-20170925-574011,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,67666,115000,47334
ID-20170925-574011,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,67978,115000,47022
ID-20170925-110041,SSI-D01220307-XL-SAL,"Devibav Plain Trump Blouse (XL,Salem)",1,69046,125000,55954
ID-20170925-345746,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,71835,110000,38165
ID-20170925-345746,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,71624,110000,38376
ID-20170925-278431,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,69929,110000,40071
